isogroupDN70276_c0_g1	GO:0005762;GO:0005739;GO:0003735;GO:0006412
isogroupDN73302_c6_g1	GO:0016020;GO:0046872;GO:0004842;GO:0051865;GO:0006355
isogroupDN73858_c9_g2	GO:0004144;GO:0006071;GO:0019432
isogroupDN22786_c0_g1	GO:0016021;GO:0005886;GO:0047710;GO:0046872;GO:0007596;GO:0030194
isogroupDN73609_c1_g2	GO:0005509
isogroupDN66953_c0_g1	GO:0005789;GO:0016021;GO:0046872;GO:0004222;GO:0071586;GO:0006508
isogroupDN62223_c0_g1	GO:0016021;GO:0005886;GO:0001594
isogroupDN103781_c0_g1	GO:0005737;GO:0016621;GO:0000166;GO:0007623;GO:0010597;GO:0009809;GO:0009699
isogroupDN74593_c1_g1	GO:0005654;GO:0005634;GO:0003677;GO:0006355
isogroupDN72002_c12_g1	GO:0005741;GO:0005634;GO:0035497;GO:0000981;GO:0046872;GO:0000978;GO:0006974;GO:0006357
isogroupDN65858_c1_g1	GO:0005743;GO:0005759;GO:0042645;GO:0005739;GO:0005525;GO:0003924;GO:0003746;GO:0070125;GO:0006414
isogroupDN64721_c0_g1	GO:0005840;GO:0003735;GO:0006412
isogroupDN71404_c1_g1	GO:0005887;GO:0004937;GO:0004930;GO:0071880;GO:0007267;GO:0007200;GO:0007204;GO:0001996;GO:0043410;GO:0045907
isogroupDN68166_c0_g1	GO:0003824
isogroupDN74482_c3_g1	GO:0016021;GO:0000325;GO:0005774;GO:0005509;GO:0042802;GO:0005245;GO:0006816;GO:0019722;GO:0006952;GO:0034765;GO:0080141;GO:0010119;GO:0009845
isogroupDN72183_c16_g1	GO:0036464;GO:0000123;GO:0016607;GO:0005634;GO:0000124;GO:0033276;GO:0003713;GO:0016573;GO:0043966;GO:0035522;GO:1904672;GO:0006357;GO:0006355
isogroupDN66842_c0_g1	GO:0005634;GO:0000159;GO:0019888;GO:0007165
isogroupDN62047_c0_g1	GO:0005789;GO:0016021;GO:0008643;GO:0006488;GO:0034203
isogroupDN60337_c0_g1	
isogroupDN91979_c0_g2	GO:0016021;GO:0005743;GO:0005739;GO:0051724;GO:0019646;GO:1990549
isogroupDN72346_c4_g1	GO:0045296;GO:0003723
isogroupDN99375_c0_g1	GO:0030425;GO:0005887;GO:0008381;GO:0007635;GO:0001582;GO:0050974;GO:0008345;GO:0019232;GO:1905792;GO:0019230;GO:1905790;GO:0046662
isogroupDN39711_c0_g1	GO:0005737;GO:0005871;GO:0005874
isogroupDN70782_c4_g1	GO:0005737;GO:0008234;GO:0004843;GO:0045087;GO:0050728;GO:0032088;GO:0070431;GO:1990108;GO:0060828;GO:0010803;GO:0002040;GO:0016055
isogroupDN15048_c0_g1	GO:1902712;GO:0038039;GO:0004965;GO:0004888;GO:0007186;GO:0007214;GO:0032223;GO:0040012;GO:0009410
isogroupDN87900_c0_g1	GO:0005525;GO:0003935;GO:0016799;GO:0008270;GO:1901135;GO:0009231
isogroupDN73362_c2_g1	GO:0005829;GO:0002244
isogroupDN74839_c1_g3	GO:0005829;GO:0016020;GO:0005634;GO:0043186;GO:0005524;GO:0004386;GO:0016787;GO:0046872;GO:0003723;GO:0035194
isogroupDN80638_c0_g2	GO:0005737;GO:0005779;GO:0000295;GO:0015217;GO:0005347;GO:0015866;GO:0015867;GO:0006635;GO:0007031
isogroupDN66067_c1_g1	GO:0005737;GO:0005634;GO:0061630;GO:0004842;GO:0008270;GO:0006952;GO:1900425;GO:1901485;GO:0016567;GO:0006511
isogroupDN76809_c0_g1	GO:0005737;GO:0005768;GO:0005794;GO:0031982;GO:0005096;GO:0031267;GO:0090630;GO:0006886;GO:0030334;GO:0043087;GO:0032880
isogroupDN69733_c0_g1	GO:0005737;GO:0005615;GO:0016020;GO:0005634;GO:0005509;GO:0003682;GO:0007155;GO:0008544;GO:0010467;GO:0003017;GO:0001945;GO:0036303;GO:0048014;GO:0120193
isogroupDN79082_c0_g1	GO:0016787
isogroupDN72527_c5_g1	GO:0045251;GO:0005759;GO:0005739;GO:0009055;GO:0009063;GO:0033539;GO:0022904
isogroupDN65378_c5_g1	GO:0030286;GO:0036156;GO:0005874;GO:0005524;GO:0045505;GO:0051959;GO:0008569;GO:0003341;GO:0007018
isogroupDN69839_c3_g2	GO:0005576;GO:0016020
isogroupDN69532_c12_g1	GO:0009925;GO:0005737;GO:0030425;GO:0060077;GO:0005634;GO:0005886;GO:0014069;GO:0045202;GO:0003677;GO:0019902;GO:0008270;GO:0030182;GO:0099536
isogroupDN79317_c0_g1	GO:0005840;GO:0019843;GO:0003735;GO:0006412
isogroupDN103381_c0_g1	GO:0005524;GO:0004672
isogroupDN66741_c0_g2	GO:0070847;GO:0005737;GO:0016592;GO:0005654;GO:0003712;GO:0006357;GO:0019827
isogroupDN88729_c0_g1	GO:0005737;GO:0030286;GO:0005874;GO:0031514;GO:0060294;GO:0036158
isogroupDN71118_c6_g1	GO:0005779;GO:0005777;GO:0007031;GO:0045046
isogroupDN71098_c9_g1	GO:0005938;GO:0031252;GO:0005737;GO:0005886;GO:0005524;GO:0030553;GO:0005525;GO:0005085;GO:0005543;GO:0004672;GO:0106310;GO:0004674;GO:0004712;GO:0032060;GO:0031589;GO:0019934;GO:0007163;GO:0051272;GO:0045860;GO:0046579;GO:0050920;GO:0051602;GO:0007165;GO:0007264
isogroupDN73504_c1_g1	GO:0062023;GO:0031012;GO:0005576;GO:0001527;GO:0046872;GO:0004222;GO:0030198
isogroupDN62341_c0_g1	GO:0016021;GO:0097730;GO:0005886;GO:0001601;GO:0007193;GO:0003214;GO:0003151
isogroupDN54969_c1_g1	GO:0005737;GO:0030425;GO:0005768;GO:0005887;GO:0016020;GO:0005886;GO:0045202;GO:0004993;GO:0030594;GO:0051378;GO:0007198;GO:0007268;GO:0007186;GO:0007187;GO:0032098
isogroupDN49070_c0_g1	GO:0016021;GO:0005886;GO:0120200;GO:0005524;GO:0005525;GO:0004383;GO:0004672;GO:0035556;GO:0007601
isogroupDN72218_c6_g1	GO:0005887;GO:0005886;GO:0004930;GO:0007189;GO:0007166;GO:0007186
isogroupDN75383_c0_g1	GO:0031966;GO:0005739;GO:0005777;GO:0050660;GO:0016627;GO:0006635
isogroupDN70573_c10_g1	GO:0005654;GO:0005634;GO:0003723;GO:0006325
isogroupDN72580_c6_g1	GO:0005737;GO:0005829;GO:0005783;GO:0005739;GO:0005886;GO:0005524;GO:0004356;GO:0046872;GO:0019706;GO:0001525;GO:0006542;GO:0018345;GO:0010594;GO:1903670
isogroupDN43609_c0_g1	GO:0005737;GO:0005634;GO:0005886;GO:0033549;GO:0017017;GO:0004721;GO:0106306;GO:0106307;GO:0004725;GO:0008330;GO:0034599;GO:0035556;GO:0043407;GO:0043409;GO:0034051;GO:0006979;GO:0010193
isogroupDN71886_c3_g1	GO:0005783;GO:0005789;GO:0016021;GO:0005634;GO:0035497;GO:0000981;GO:0000976;GO:0051216;GO:0002062;GO:0030968;GO:0045944;GO:0060628;GO:0003330;GO:0006357;GO:0034976
isogroupDN68953_c1_g1	GO:0005938;GO:0012505;GO:0030027;GO:0016020;GO:0048471;GO:0042803;GO:0006888;GO:0006468
isogroupDN39109_c0_g2	GO:0016021;GO:0005886;GO:0004989;GO:0008226;GO:0007189;GO:0071418;GO:0071927;GO:0071928
isogroupDN96669_c0_g1	GO:0016593;GO:0005634;GO:1990269;GO:0016570;GO:0032968;GO:0006368
isogroupDN74030_c2_g1	GO:0010494;GO:0005741;GO:0031380;GO:0004386;GO:0003723;GO:0008270;GO:0002218;GO:0042742;GO:0051607;GO:0031048;GO:0045071
isogroupDN65753_c0_g2	GO:0004198;GO:0020037;GO:0019825
isogroupDN71146_c6_g1	GO:0032039;GO:0034472
isogroupDN63743_c1_g1	GO:0016235;GO:0030424;GO:1904115;GO:0005901;GO:0031252;GO:0005737;GO:0005829;GO:0030425;GO:0000118;GO:0016234;GO:0005874;GO:0005875;GO:0005771;GO:0005654;GO:0005634;GO:0043204;GO:0048471;GO:0003779;GO:0043014;GO:0008013;GO:0048487;GO:0070840;GO:0019899;GO:0004407;GO:0042826;GO:0051879;GO:0008017;GO:0051787;GO:0032041;GO:0031593;GO:0033558;GO:0000978;GO:0048156;GO:0001222;GO:0042903;GO:0043130;GO:0031625;GO:0008270;GO:0070842;GO:0006914;GO:0019896;GO:0070301;GO:0071218;GO:0035967;GO:0060271;GO:0048668;GO:0060997;GO:0016575;GO:0070846;GO:0006886;GO:0032418;GO:0010727;GO:0007026;GO:0051354;GO:0031333;GO:0043242;GO:0045861;GO:0045892;GO:0061734;GO:0034983;GO:0070845;GO:0010634;GO:1901300;GO:0033138;GO:2000273;GO:0006476;GO:0031648;GO:0000209;GO:0006515;GO:0032984;GO:0060765;GO:0010506;GO:1903146;GO:0070201;GO:0045598;GO:0040029;GO:0016241;GO:0060632;GO:0031647;GO:0070848;GO:0051788;GO:0090042;GO:0043162
isogroupDN67300_c0_g1	GO:0005789;GO:0016021;GO:0043231;GO:0015020;GO:0070980;GO:0052695;GO:0071361;GO:0071385;GO:0071378;GO:0071394;GO:0008210;GO:0032496;GO:0006805
isogroupDN53616_c0_g2	GO:0017101;GO:0005737;GO:0005829;GO:0045202;GO:0004815;GO:0005524;GO:0003723;GO:0006422
isogroupDN72595_c7_g2	GO:0003964
isogroupDN73286_c3_g1	GO:0005634;GO:0042054;GO:0042802;GO:0046872;GO:0006325;GO:0051151;GO:0000122;GO:0045892;GO:0022008;GO:0010468
isogroupDN58315_c1_g1	GO:0005737;GO:0005634;GO:0043998;GO:0010485;GO:1990189;GO:0043968;GO:0043967;GO:0006474
isogroupDN74479_c0_g1	GO:0017076
isogroupDN74105_c17_g1	GO:0003677;GO:0046872;GO:0045944
isogroupDN73353_c1_g1	GO:0070062;GO:0005925;GO:0005887;GO:0099699;GO:0016020;GO:0005886;GO:0043235;GO:0098685;GO:0004725;GO:0005001;GO:0008286;GO:0007229;GO:0050804;GO:0006470;GO:0006468;GO:0051893
isogroupDN107590_c0_g1	GO:0005739;GO:0008442;GO:0051287;GO:0050661;GO:0016616;GO:0006574
isogroupDN71740_c1_g1	GO:0009986;GO:0030425;GO:0005789;GO:0098978;GO:0000139;GO:0099061;GO:0014069;GO:0045211;GO:0005509;GO:0007156;GO:0051965;GO:0050806
isogroupDN65166_c0_g1	GO:0005737;GO:0005829;GO:0031415;GO:0005730;GO:0005634;GO:0008080;GO:0004596;GO:1990190;GO:1990189;GO:0043022;GO:0018002;GO:0017198;GO:0006474;GO:2000719;GO:0006473
isogroupDN59013_c0_g2	GO:0042645;GO:0009353;GO:0005739;GO:0045252;GO:0004591;GO:0030976;GO:0006103;GO:0006099
isogroupDN63192_c0_g1	GO:0005797;GO:0000139;GO:0000138;GO:0016021;GO:0005802
isogroupDN33860_c0_g1	GO:0030176;GO:0030173;GO:0046964;GO:0022857
isogroupDN50167_c0_g1	GO:0005737;GO:0030346;GO:0007610;GO:0015031
isogroupDN18670_c0_g1	GO:0005654;GO:0070545;GO:0030687;GO:0043021;GO:0003723;GO:0000466;GO:0000463
isogroupDN41741_c0_g1	GO:0030424;GO:0005737;GO:0005871;GO:0005874;GO:0071889;GO:0005524;GO:0016887;GO:0008017;GO:0003777;GO:0019901;GO:0007018;GO:0006605;GO:0050770;GO:0007165;GO:0042110
isogroupDN74105_c12_g3	GO:0005887;GO:0015129;GO:0015293
isogroupDN44566_c0_g1	GO:0005634;GO:0000981;GO:0000977;GO:0042067;GO:0045944;GO:0007463;GO:0050896;GO:0007601
isogroupDN17658_c0_g1	GO:0005829;GO:0050660;GO:0004362;GO:0050661;GO:0045454;GO:0034599;GO:0006749
isogroupDN68325_c0_g1	GO:0005658;GO:0005829;GO:0005654;GO:0005634;GO:0003677;GO:0003887;GO:0006260;GO:0006270;GO:0006269;GO:0006606
isogroupDN113114_c0_g1	GO:0034506;GO:0005829;GO:0031901;GO:0005874;GO:0030496;GO:1990023;GO:0005730;GO:0005886;GO:0005085;GO:0008017;GO:0019904;GO:0019901;GO:0003723;GO:0031267;GO:0090630;GO:0007049;GO:0051301;GO:0072356;GO:0045184;GO:0048041;GO:0007229;GO:0051895;GO:0034260;GO:1900025;GO:0051987;GO:0010971;GO:0030334;GO:0010762;GO:1900027
isogroupDN62465_c0_g1	GO:1904115;GO:0005813;GO:0005737;GO:0005829;GO:0005643;GO:0005634;GO:0032838;GO:0005092;GO:0005096;GO:0072750;GO:0046907;GO:0046604;GO:0010976;GO:0007051
isogroupDN70512_c5_g1	GO:0005829;GO:0016282;GO:0033290;GO:0005852;GO:0071541;GO:0016020;GO:0042802;GO:0070122;GO:0140492;GO:0004843;GO:0003743;GO:0031369;GO:0001732;GO:0075522;GO:0016579;GO:0006413
isogroupDN73866_c3_g1	GO:0003964;GO:0006313
isogroupDN42493_c0_g1	GO:0005829;GO:0005635;GO:0005654;GO:0005634;GO:0003684;GO:0031593;GO:0070628;GO:0043130;GO:0006289;GO:0043161;GO:0030433
isogroupDN60477_c1_g1	GO:0005654;GO:0046872;GO:0043565;GO:0007049
isogroupDN72102_c3_g1	GO:0016021
isogroupDN71570_c1_g1	GO:0005737;GO:0005634;GO:0046872;GO:0004518
isogroupDN42324_c0_g2	GO:0034657;GO:0043161
isogroupDN87257_c0_g1	GO:0005829;GO:0005524;GO:0005516;GO:0004683;GO:0106310;GO:0004712;GO:0051301;GO:0034599;GO:0000086;GO:0006468
isogroupDN46422_c1_g1	GO:0016021;GO:0005887;GO:0045202;GO:0001591;GO:0008227;GO:0004930;GO:0071880;GO:0007615;GO:0007212;GO:0007186
isogroupDN51885_c1_g1	GO:0005737;GO:0005829;GO:0005634;GO:0005886;GO:0009506;GO:0005524;GO:0005509;GO:0009931;GO:0005516;GO:0004683;GO:0004672;GO:0019903;GO:0106310;GO:0004712;GO:0035556;GO:0018105;GO:0046777
isogroupDN73923_c3_g1	GO:0005886;GO:0098831;GO:0007274
isogroupDN67733_c1_g1	GO:0005813;GO:0005829;GO:0070652;GO:0045171;GO:0015630;GO:0005739;GO:0072686;GO:1990498;GO:0005654;GO:0051301;GO:0007098;GO:0051225
isogroupDN17841_c0_g2	GO:0005829;GO:0005964;GO:0005524;GO:0005516;GO:0019899;GO:0004689;GO:0005978;GO:0005977;GO:0006468
isogroupDN90293_c0_g1	GO:0005737;GO:0019898;GO:0005764;GO:0102121;GO:0140297;GO:0017064;GO:0016810;GO:0047412;GO:0017040;GO:0006631;GO:0016042;GO:0070291;GO:0070292;GO:0006670
isogroupDN45188_c0_g1	GO:0003755;GO:0006457
isogroupDN48762_c0_g1	GO:0005737;GO:0005769;GO:0005634;GO:0005886;GO:0046872;GO:0061630;GO:0008333;GO:0043951;GO:0045744;GO:0045879;GO:0016567
isogroupDN71887_c6_g2	GO:0005858;GO:0005930;GO:0036064;GO:0031514;GO:0070286;GO:0060271;GO:0060285;GO:0003352
isogroupDN71816_c3_g1	GO:0009986;GO:1990433;GO:0005737;GO:0005829;GO:0005769;GO:0030139;GO:0005788;GO:0005768;GO:0005796;GO:0016021;GO:0005887;GO:0005770;GO:0005654;GO:0005634;GO:0005886;GO:0032991;GO:0005509;GO:0003682;GO:0035035;GO:0003713;GO:0004888;GO:0050699;GO:0007015;GO:0008356;GO:0007411;GO:0007298;GO:0043697;GO:0030154;GO:0045165;GO:0022416;GO:0008407;GO:0060289;GO:0048749;GO:0001745;GO:0046667;GO:0042688;GO:0002213;GO:0008340;GO:0046843;GO:0007391;GO:0009950;GO:0035162;GO:0061331;GO:0035153;GO:0035214;GO:0007455;GO:0036099;GO:0007440;GO:0060288;GO:0030718;GO:0060250;GO:0007293;GO:0010001;GO:0007403;GO:0008347;GO:0035172;GO:0016348;GO:0007480;GO:0036011;GO:0048803;GO:0008587;GO:0007476;GO:0007474;GO:0036335;GO:0035171;GO:0035167;GO:0046331;GO:0007478;GO:0007616;GO:0048542;GO:0061382;GO:0007498;GO:0060571;GO:0008045;GO:0046716;GO:0007521;GO:0048627;GO:2000048;GO:0045316;GO:0010629;GO:0035204;GO:0050768;GO:0050877;GO:0014019;GO:0007400;GO:0014018;GO:0007405;GO:0048664;GO:0048665;GO:0097150;GO:0007219;GO:0030720;GO:0048477;GO:0030707;GO:0007297;GO:0030713;GO:0007422;GO:0008284;GO:0042691;GO:1900087;GO:0010628;GO:0002052;GO:0043525;GO:0045944;GO:0045893;GO:0048052;GO:0048056;GO:0045466;GO:0042686;GO:0045595;GO:0051489;GO:0006110;GO:0040008;GO:0007346;GO:1902692;GO:0050767;GO:2000035;GO:0009608;GO:0046666;GO:0016330;GO:0007423;GO:0016360;GO:0048863;GO:0048190;GO:0035222
isogroupDN71708_c7_g1	GO:0097023;GO:0103026;GO:0046872;GO:0016791;GO:0051998;GO:0008983;GO:0008757;GO:0032259;GO:2001020
isogroupDN68546_c0_g1	GO:0005789;GO:0070330;GO:0020037;GO:0005506;GO:0004497
isogroupDN66635_c1_g1	GO:0005737;GO:0005856;GO:0003779
isogroupDN36340_c0_g2	GO:0031305;GO:0005743;GO:0002083;GO:0047293;GO:0008412;GO:0004659;GO:0016765;GO:0006071;GO:0008299;GO:0006744
isogroupDN68770_c3_g1	GO:0045111;GO:0005654;GO:0005634;GO:0052472;GO:0031065;GO:0006355;GO:0009615
isogroupDN34284_c0_g2	GO:0005783;GO:0005794;GO:0005096;GO:0046872;GO:0016192
isogroupDN52813_c0_g1	GO:0016021;GO:0005887;GO:0008559;GO:0005524;GO:0042626;GO:0015562;GO:0030154;GO:0001654;GO:0042391;GO:0055085
isogroupDN74375_c1_g2	GO:0031011;GO:0005730;GO:0005654;GO:0046872;GO:0006338;GO:0006310;GO:0006281;GO:0042766;GO:0045893;GO:0051726;GO:0033044;GO:0006275;GO:0060382
isogroupDN41802_c0_g1	GO:0045251;GO:0005759;GO:0009055;GO:0000166;GO:0009063;GO:0033539;GO:0022904
isogroupDN42449_c0_g1	GO:0005576;GO:0042151;GO:0090729
isogroupDN102722_c0_g1	GO:0005814;GO:0000785;GO:0005737;GO:0005829;GO:0030496;GO:0005635;GO:0005730;GO:0005654;GO:0005634;GO:0055037;GO:0042565;GO:0019003;GO:0005525;GO:0003924;GO:0000287;GO:0070883;GO:0046982;GO:0046039;GO:0000070;GO:0032092;GO:0042307;GO:0006611;GO:0006606;GO:1902570;GO:0000055;GO:0000056;GO:0000054;GO:0061015
isogroupDN77445_c0_g1	GO:0005737;GO:0030060;GO:0005975;GO:0006108;GO:0006099
isogroupDN37462_c0_g1	GO:0005811;GO:0004022;GO:0016616;GO:0006979
isogroupDN62471_c0_g1	GO:0005737;GO:0003677
isogroupDN73721_c4_g1	GO:0005730;GO:0005634;GO:0003677;GO:0046872
isogroupDN77409_c0_g1	GO:0005789;GO:1990529;GO:0016021;GO:0051751;GO:0004376;GO:0000030;GO:0006506
isogroupDN71926_c4_g3	GO:0009507;GO:0009941;GO:0005768;GO:0005576;GO:0005794;GO:0005740;GO:0005739;GO:0005802;GO:0003993;GO:0046872;GO:0030943;GO:0045040;GO:0006626;GO:0006109
isogroupDN95089_c0_g1	GO:0016020;GO:0047442;GO:0020037;GO:0005506;GO:0004508;GO:0007548;GO:0006694
isogroupDN73673_c3_g1	GO:0005788;GO:0016757;GO:0016262;GO:0097363;GO:0097370;GO:0006493
isogroupDN5857_c0_g1	GO:0047834
isogroupDN74770_c1_g1	GO:0003677;GO:0015074;GO:0006310;GO:0075713;GO:0046718;GO:0044826
isogroupDN55216_c3_g1	GO:0000781;GO:0000783;GO:0005654;GO:0070187;GO:1905773;GO:0017151;GO:1990955;GO:0098505;GO:0043047;GO:0010521;GO:0061821;GO:0042162;GO:0051276;GO:0032508;GO:0070200;GO:0051974;GO:0032211;GO:1905776;GO:0060383;GO:0051096;GO:0051973;GO:0032212;GO:1905774;GO:2001032;GO:0032210;GO:0032202;GO:0016233;GO:0007004;GO:0061820
isogroupDN71121_c12_g2	GO:0005737;GO:0005829;GO:0030425;GO:0005635;GO:0005641;GO:0016363;GO:0031965;GO:0005654;GO:0005634;GO:0048471;GO:0042383;GO:0004052;GO:0004051;GO:0036403;GO:0016787;GO:0005506;GO:0016702;GO:0002526;GO:0019369;GO:0036336;GO:0042593;GO:0051122;GO:0006959;GO:0006954;GO:0002232;GO:0002523;GO:1901753;GO:0019370;GO:0006691;GO:0002540;GO:0043651;GO:0034440;GO:2001301;GO:0019372;GO:0016525;GO:0001937;GO:0050728;GO:1903573;GO:1903671;GO:0061044;GO:0061045;GO:0030501;GO:1904960;GO:1904999;GO:0045907;GO:1900407;GO:1900015;GO:0045598;GO:0050727;GO:0106014;GO:0050796;GO:1903426;GO:0019233
isogroupDN71679_c6_g1	GO:0005829;GO:0005794;GO:0032580;GO:0000139;GO:0016021;GO:0016020;GO:0042147
isogroupDN67708_c0_g1	GO:0016021;GO:0005886;GO:0001602
isogroupDN88104_c0_g1	GO:0005789;GO:0000139;GO:0016021;GO:0016314;GO:0004725;GO:0008138;GO:0006629
isogroupDN54116_c0_g2	GO:0009279;GO:0005576;GO:0046872
isogroupDN70178_c5_g2	GO:0016021;GO:0005886;GO:0004930;GO:0008066;GO:0007196
isogroupDN72185_c10_g1	GO:0015629;GO:0030864;GO:0045335;GO:0005886;GO:0051015;GO:0030833;GO:0009617
isogroupDN21766_c0_g1	GO:0005509
isogroupDN68557_c0_g1	GO:0016787
isogroupDN67026_c1_g1	GO:0030030
isogroupDN74126_c5_g2	GO:0005739;GO:0046474
isogroupDN35849_c0_g1	GO:0005576;GO:0008168;GO:0032259
isogroupDN72146_c4_g1	
isogroupDN61423_c1_g1	GO:0005912;GO:0005604;GO:0005938;GO:0032154;GO:0062023;GO:0005737;GO:0070062;GO:0005927;GO:0005509;GO:0005201;GO:0090527;GO:0071711;GO:0007049;GO:0051301;GO:0007157;GO:0007156;GO:0009617;GO:0007601
isogroupDN59055_c1_g1	GO:0005813;GO:0005829;GO:0005783;GO:0005789;GO:0042765;GO:0016020;GO:0005739;GO:0015631;GO:0016255;GO:0006621;GO:0065003;GO:0006508
isogroupDN68603_c0_g1	GO:0005829;GO:0005811;GO:0005730;GO:0016887;GO:0046872;GO:0061630;GO:0004842;GO:0008015;GO:0042742;GO:0140042;GO:0120323;GO:2000051;GO:0070534;GO:0019216;GO:0002040;GO:0006511;GO:0098792
isogroupDN71630_c3_g1	GO:0042995;GO:0005737;GO:0005856;GO:0001891;GO:0005886;GO:0035591;GO:0031267;GO:0006909;GO:0008360;GO:0035023;GO:0009966
isogroupDN72339_c9_g2	GO:0005856;GO:0030017;GO:0003779;GO:0055013
isogroupDN74378_c4_g1	GO:0005576;GO:0016020
isogroupDN67136_c0_g1	GO:0030424;GO:0016021;GO:0005886;GO:0098632;GO:0007411;GO:0016199;GO:0070593;GO:0007156
isogroupDN70075_c0_g2	GO:0005911;GO:0005829;GO:0005887;GO:0008046;GO:0050839;GO:0098609;GO:0033563;GO:0001764;GO:1905489;GO:0035385;GO:0097374
isogroupDN59043_c0_g2	GO:0005737;GO:0005524;GO:0031072;GO:0051082;GO:0008270;GO:0006260;GO:0006457;GO:0009408
isogroupDN73549_c3_g1	GO:0005737;GO:1903561;GO:0005634;GO:0004563;GO:0015929;GO:0102148;GO:0005975
isogroupDN69531_c0_g2	GO:0005524;GO:0004111;GO:0046314
isogroupDN37729_c1_g1	GO:0005829;GO:0005635;GO:0005730;GO:0005634;GO:0009506;GO:0061608;GO:0008139;GO:0006607
isogroupDN47071_c1_g1	GO:0046872;GO:0003964
isogroupDN72025_c13_g2	GO:0015030;GO:0045171;GO:0043231;GO:0016604;GO:0016607;GO:0005654;GO:0005634;GO:0032783;GO:0008023;GO:0003711;GO:0045944;GO:0045893;GO:0034243
isogroupDN72493_c7_g1	GO:0030054;GO:0000794;GO:0000796;GO:0045171;GO:0016020;GO:0005654;GO:0005634;GO:0003682;GO:0051309;GO:0010032;GO:0007076;GO:0051306;GO:0051984;GO:1905820;GO:0033077
isogroupDN74288_c3_g1	GO:0003964;GO:0006313
isogroupDN64912_c0_g1	GO:0005737;GO:0005829;GO:0004062;GO:0004304;GO:0005496;GO:0050294;GO:0008146;GO:0008210;GO:0051923
isogroupDN76082_c0_g1	GO:0005509
isogroupDN73173_c6_g1	GO:0008782;GO:0008930;GO:0019509;GO:0019284;GO:0009164
isogroupDN86868_c0_g1	
isogroupDN74769_c4_g3	GO:0003964;GO:0006313
isogroupDN73093_c1_g2	GO:0071339;GO:0005730;GO:0005634
isogroupDN36740_c0_g1	GO:0010494;GO:0005654;GO:0005634;GO:0005524;GO:0016887;GO:0003723;GO:0003724;GO:0016973
isogroupDN69805_c1_g1	GO:0009986;GO:0005615;GO:0008201;GO:0007338;GO:0048240
